"gene_id","position","class","genbank","family","activity","percent_match","align_length","mismatch","eval","type","time","percent_id_tax","flg","rg","total_length","rl","KO_num","taxonomy","GPM"
"Ga0181578_10637465","67-421","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",79.2,72,15,6.7e-25,"Metagenome",1,81.25,354,13,1950,150,"KO:K02927","Bacteria;Proteobacteria;Gammaproteobacteria;unclassified Gammaproteobacteria;unclassified Gammaproteobacteria;unclassified Gammaproteobacteria;unclassified Gammaproteobacteria;unclassified Gammaproteobacteria",0.249162511
"Ga0181578_10746356","2-353","Auxiliary Activities","AGE89883.1","AA10","lytic polysaccharide monooxygenases",80.3,76,15,2.9e-28,"Metagenome",1,96.52,351,161,24024,149.22,"KO:K08770","Eukaryota;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium;Plasmodium knowlesi;Plasmodium knowlesi",3.095972861
"Ga0181578_10817921","0-354","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",75.9,83,20,1.5e-29,"Metagenome",1,97.46,354,93,13950,150,"KO:K08770","Eukaryota;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium;Plasmodium knowlesi;Plasmodium knowlesi",1.782470272
"Ga0181578_10817935","0-354","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",77.1,83,19,6.9e-30,"Metagenome",1,95.76,354,265,39730,149.92,"KO:K08770","Eukaryota;Streptophyta;unclassified Streptophyta;Rosales;Rosaceae;Prunus;Prunus persica;Prunus persica",5.076373114
"Ga0181578_10835921","12-348","Auxiliary Activities","AGE89883.1","AA10","lytic polysaccharide monooxygenases",80.3,76,15,2.1e-28,"Metagenome",1,100,336,34,4946,145.47,"KO:K08770","Eukaryota;Streptophyta;unclassified Streptophyta;Ranunculales;Ranunculaceae;Aquilegia;Aquilegia coerulea;Aquilegia coerulea",0.665831639
"Ga0181578_10865348","0-342","Auxiliary Activities","AGE89883.1","AA10","lytic polysaccharide monooxygenases",80.3,66,13,7.9e-23,"Metagenome",1,96.49,342,113,16272,144,"KO:K08770","Eukaryota;Streptophyta;unclassified Streptophyta;Rosales;Rosaceae;Prunus;Prunus persica;Prunus persica",2.152118493
"Ga0181578_10888112","0-336","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",80.6,67,13,3.1e-24,"Metagenome",1,94.64,336,131,19650,150,"KO:K08770","Eukaryota;Streptophyta;unclassified Streptophyta;Rosales;Rosaceae;Prunus;Prunus persica;Prunus persica",2.645298144
"Ga0181578_10970661","0-168","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",78.6,56,12,6.4e-18,"Metagenome",1,96.43,168,34,5016,147.53,"KO:K08770","Eukaryota;Streptophyta;unclassified Streptophyta;Rosales;Rosaceae;Prunus;Prunus persica;Prunus persica",1.350520956
"Ga0181578_10975241","106-316","Auxiliary Activities","AGE89883.1","AA10","lytic polysaccharide monooxygenases",82.9,70,12,3.6e-26,"Metagenome",1,97.14,210,22,3144,142.91,"KO:K02927","Eukaryota;Ascomycota;Sordariomycetes;Sordariales;Sordariaceae;Neurospora;Neurospora crassa;Neurospora crassa",0.677200633
"Ga0181578_11032123","1-229","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",86.8,76,10,3.1e-31,"Metagenome",1,97.37,228,49,7326,149.51,"KO:K02927","Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Herbaspirillum;Herbaspirillum rubrisubalbicans;Herbaspirillum rubrisubalbicans",1.453392198
"Ga0182068_1009470","2-434","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",77.1,83,18,4.2e-29,"Metatranscriptome",1,95.17,432,8,1110,138.75,"KO:K08770","Eukaryota;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium;Plasmodium knowlesi;Plasmodium knowlesi H",0.186910724
"Ga0182068_1030218","0-408","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",76.7,86,20,1.6e-30,"Metatranscriptome",1,91.2,408,44,6486,147.41,"KO:K08770","Eukaryota;Chordata;Mammalia;Primates;Hominidae;Homo;Homo sapiens;Homo sapiens",1.156416949
"Ga0182068_1045845","20-473","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",83.3,78,13,3e-30,"Metatranscriptome",1,94.63,453,42,6204,147.71,"KO:K08770","Eukaryota;Ascomycota;Sordariomycetes;Sordariales;Sordariaceae;Neurospora;Neurospora crassa;Neurospora crassa OR74A",0.996221649
"Ga0182068_1048878","1-352","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",85.3,75,11,1.5e-29,"Metatranscriptome",1,94.02,351,222,32028,144.27,"KO:K08770","Eukaryota;unclassified Eukaryota;Heterolobosea;Schizopyrenida;Vahlkampfiidae;Naegleria;Naegleria gruberi;Naegleria gruberi NEG-M",6.637688669
"Ga0182068_1051837","0-384","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",85.5,76,11,1.1e-30,"Metatranscriptome",1,91.41,384,30,4318,143.93,"KO:K08770","Eukaryota;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Thermothelomyces;Thermothelomyces thermophila;Thermothelomyces thermophila ATCC 42464",0.817968058
"Ga0182068_1057498","114-1509","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",84.4,77,12,2.1e-29,"Metatranscriptome",1,91.18,1395,241,35730,148.26,"KO:K05692","Eukaryota;Chordata;Appendicularia;unclassified Appendicularia;Oikopleuridae;Oikopleura;Oikopleura dioica;Oikopleura dioica",1.863210056
"Ga0182068_1058632","1-352","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",81.9,83,15,1.9e-32,"Metatranscriptome",1,99.15,351,24,3560,148.33,"KO:K08770","Eukaryota;unclassified Eukaryota;Oomycetes;Peronosporales;unclassified Peronosporales;Phytophthora;Phytophthora ramorum;Phytophthora ramorum Pr102, UCD Pr4",0.737782094
"Ga0182068_1062038","2-326","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",76.3,59,14,8.5e-19,"Metatranscriptome",1,98.15,324,120,17680,147.33,"KO:K08770","Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Phaeodactylaceae;Phaeodactylum;Phaeodactylum tricornutum;Phaeodactylum tricornutum CCAP1055/1",3.969377591
"Ga0182068_1065271","0-429","Auxiliary Activities","AGE89883.1","AA10","lytic polysaccharide monooxygenases",80.3,76,15,3.5e-28,"Metatranscriptome",1,90.85,429,32,4774,149.19,"KO:K08770","Eukaryota;Streptophyta;Liliopsida;Poales;Poaceae;Zea;Zea mays;Zea mays mays cv. B73",0.809519638
"Ga0182068_1067437","1-289","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",80.6,72,14,7.6e-27,"Metatranscriptome",1,95.89,288,20,3000,150,"KO:K08770","Eukaryota;unclassified Eukaryota;unclassified Eukaryota;Perkinsida;Perkinsidae;Perkinsus;Perkinsus marinus;Perkinsus marinus PmCV4CB5 2B3 D4",0.75774618
"Ga0182068_1074991","1-325","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",75.9,79,19,2.5e-26,"Metatranscriptome",1,88.89,324,10,1484,148.4,"KO:K08770","Eukaryota;unclassified Eukaryota;Heterolobosea;Schizopyrenida;Vahlkampfiidae;Naegleria;Naegleria gruberi;Naegleria gruberi NEG-M",0.333183802
"Ga0182068_1109761","1-325","Auxiliary Activities","AGE89883.1","AA10","lytic polysaccharide monooxygenases",78,59,13,1.7e-19,"Metatranscriptome",1,94.44,324,48,6738,140.38,"KO:K08770","Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Phaeodactylaceae;Phaeodactylum;Phaeodactylum tricornutum;Phaeodactylum tricornutum CCAP1055/1",1.512852036
"Ga0182068_1111781","2-332","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",78.3,83,18,7.6e-31,"Metatranscriptome",1,97.27,330,12,1762,146.83,"KO:K08770","Eukaryota;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium;Plasmodium knowlesi;Plasmodium knowlesi H",0.388398097
"Ga0182068_1114095","47-539","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",78.8,85,18,3.3e-30,"Metatranscriptome",1,93.83,492,26,3864,148.62,"KO:K08770","Eukaryota;Ascomycota;Sordariomycetes;Sordariales;Sordariaceae;Neurospora;Neurospora crassa;Neurospora crassa OR74A",0.571321399
"Ga0182068_1119256","142-538","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",84.4,77,12,7e-31,"Metatranscriptome",1,89.84,396,12,1800,150,"KO:K02927","Eukaryota;Bacillariophyta;Bacillariophyceae;Naviculales;Phaeodactylaceae;Phaeodactylum;Phaeodactylum tricornutum;Phaeodactylum tricornutum CCAP1055/1",0.330652879
"Ga0182068_1137546","239-677","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",84.2,76,12,5e-30,"Metatranscriptome",1,97.26,438,108,15932,147.52,"KO:K08770","Eukaryota;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium;Plasmodium knowlesi;Plasmodium knowlesi H",2.646034714
"Ga0182068_1137546","2-158","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",80,50,10,1.9e-16,"Metatranscriptome",1,96,156,28,4186,149.5,"KO:K02977","Eukaryota;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium;Plasmodium yoelii;Plasmodium yoelii yoelii 17XNL",1.95195416
"Ga0182068_1143730","1-1105","Auxiliary Activities","AGE89883.1","AA10","lytic polysaccharide monooxygenases",77.1,83,19,6.9e-28,"Metatranscriptome",1,92.96,1104,121,17948,148.33,"KO:K05692","Eukaryota;Chordata;Appendicularia;unclassified Appendicularia;Oikopleuridae;Oikopleura;Oikopleura dioica;Oikopleura dioica",1.182606557
"Ga0182068_1147137","2-299","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",84.7,72,11,4.1e-28,"Metatranscriptome",1,97.98,297,82,11002,134.17,"KO:K08770","Eukaryota;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium;Plasmodium knowlesi;Plasmodium knowlesi H",2.694683801
"Ga0182068_1161580","2-335","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",79.5,83,17,9e-32,"Metatranscriptome",1,95.5,333,36,5204,144.56,"KO:K08770","Eukaryota;Streptophyta;unclassified Streptophyta;Brassicales;Brassicaceae;Capsella;Capsella rubella;Capsella rubella",1.136845365
"Ga0182068_1181016","0-339","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",85.5,76,11,1e-30,"Metatranscriptome",1,98.23,339,28,4124,147.29,"KO:K08770","Eukaryota;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium;Plasmodium knowlesi;Plasmodium knowlesi H",0.884965997
"Ga0182068_1212170","99-597","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",79.7,74,15,5.9e-27,"Metatranscriptome",1,94.44,498,154,23052,149.69,"KO:K02977","Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Bathycoccaceae;Ostreococcus;Ostreococcus 'lucimarinus';Ostreococcus lucimarinus CCE9901",3.367279414
"Ga0182068_1217246","26-365","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",82.9,76,13,6.6e-30,"Metatranscriptome",1,91.15,339,12,1756,146.33,"KO:K08770","Eukaryota;Streptophyta;unclassified Streptophyta;Rosales;Rosaceae;Prunus;Prunus persica;Prunus persica Lovell",0.376799146
"Ga0182068_1220081","2-404","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",80.7,83,16,4.9e-32,"Metatranscriptome",1,98.51,402,66,9736,147.52,"KO:K08770","Eukaryota;unclassified Eukaryota;Pelagophyceae;Pelagomonadales;unclassified Pelagomonadales;Aureococcus;Aureococcus anophagefferens;Aureococcus anophagefferens CCMP 1984",1.761829084
"Ga0182068_1222125","0-345","Auxiliary Activities","AGE89883.1","AA10","lytic polysaccharide monooxygenases",84.2,76,12,1.5e-29,"Metatranscriptome",1,90.43,345,19,2850,150,"KO:K08770","Eukaryota;Arthropoda;Insecta;Phthiraptera;Pediculidae;Pediculus;Pediculus humanus;Pediculus humanus corporis USDA",0.600925666
"Ga0182068_1245464","2-836","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",84.1,69,11,1.1e-25,"Metatranscriptome",1,92.42,834,71,10570,148.87,"KO:K10355","Eukaryota;Streptophyta;unclassified Streptophyta;Lamiales;Phrymaceae;Erythranthe;Erythranthe guttata;Erythranthe guttata IM62",0.921922629
"Ga0182068_1254568","1-355","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",78.3,83,18,6.2e-31,"Metatranscriptome",1,96.61,354,16,2400,150,"KO:K08770","Eukaryota;Placozoa;unclassified Placozoa;unclassified Placozoa;unclassified Placozoa;Trichoplax;Trichoplax adhaerens;Trichoplax adhaerens Grell-BS-1999",0.493177175
"Ga0182068_1256799","1-349","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",80.5,77,15,2e-29,"Metatranscriptome",1,89.47,348,14,2100,150,"KO:K02977","Eukaryota;Streptophyta;unclassified Streptophyta;Fabales;Fabaceae;Phaseolus;Phaseolus vulgaris;Phaseolus vulgaris",0.438970201
"Ga0182068_1264013","0-480","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",77.1,83,19,3.2e-30,"Metatranscriptome",1,96.15,480,16,2228,139.25,"KO:K08770","Eukaryota;Ascomycota;Sordariomycetes;Sordariales;Sordariaceae;Neurospora;Neurospora crassa;Neurospora crassa OR74A",0.337651698
"Ga0182068_1281920","172-562","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",76.4,89,20,1.3e-29,"Metatranscriptome",1,83.72,390,18,2512,139.56,"KO:K02927","Eukaryota;unclassified Eukaryota;Oligohymenophorea;Hymenostomatida;Tetrahymenidae;Tetrahymena;Tetrahymena thermophila;Tetrahymena thermophila SB210 (Macronucleus)",0.468558529
"Ga0182068_1287913","0-525","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",78.3,83,18,5.4e-31,"Metatranscriptome",1,97.71,525,56,8400,150,"KO:K08770","Eukaryota;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium;Plasmodium knowlesi;Plasmodium knowlesi H",1.163898133
"Ga0182068_1307139","37-526","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",85.3,75,11,1.6e-29,"Metatranscriptome",1,86.58,489,36,5332,148.11,"KO:K02977","Eukaryota;unclassified Eukaryota;Oomycetes;Peronosporales;unclassified Peronosporales;Phytophthora;Phytophthora ramorum;Phytophthora ramorum Pr102, UCD Pr4",0.793182297
"Ga0182068_1307616","2-377","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",78.2,78,17,1.8e-28,"Metatranscriptome",1,98.4,375,18,2494,138.56,"KO:K08770","Eukaryota;Placozoa;unclassified Placozoa;unclassified Placozoa;unclassified Placozoa;Trichoplax;Trichoplax adhaerens;Trichoplax adhaerens Grell-BS-1999",0.483809176
"Ga0182068_1312659","58-529","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",81.2,80,15,2.4e-30,"Metatranscriptome",1,94.87,471,94,14016,149.11,"KO:K08770","Eukaryota;unclassified Eukaryota;Pelagophyceae;Pelagomonadales;unclassified Pelagomonadales;Aureococcus;Aureococcus anophagefferens;Aureococcus anophagefferens CCMP 1984",2.164754771
"Ga0182068_1329986","2-203","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",81.5,65,12,1.1e-24,"Metatranscriptome",1,93.94,201,12,1800,150,"KO:K08770","Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Nocardiaceae;Rhodococcus;Rhodococcus erythropolis;Rhodococcus erythropolis CAS922i",0.651435522
"Ga0182068_1350538","1-649","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",78.3,83,18,6.7e-31,"Metatranscriptome",1,97.21,648,64,9422,147.22,"KO:K08770","Eukaryota;Arthropoda;Insecta;Diptera;Culicidae;Aedes;Aedes aegypti;Aedes aegypti Liverpool",1.05771039
"Ga0182068_1351301","2-401","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",79.5,83,17,1.1e-31,"Metatranscriptome",1,100,399,22,3300,150,"KO:K08770","Eukaryota;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium;Plasmodium falciparum;Plasmodium falciparum 3D7",0.601639072
"Ga0182068_1369080","2-326","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",78.7,61,13,3.1e-21,"Metatranscriptome",1,96.3,324,24,3546,147.75,"KO:K08770","Bacteria;Proteobacteria;Betaproteobacteria;Nitrosomonadales;Nitrosomonadaceae;Nitrosospira;Nitrosospira sp. NpAV;Nitrosospira sp. NpAV",0.796138653
"Ga0182068_1377044","48-537","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",85.3,75,11,1.2e-29,"Metatranscriptome",1,88.67,489,36,5316,147.67,"KO:K02977","Eukaryota;Porifera;Demospongiae;Haplosclerida;Niphatidae;Amphimedon;Amphimedon queenslandica;Amphimedon queenslandica",0.790825938
"Ga0182068_1404797","2-335","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",79.5,83,17,9e-32,"Metatranscriptome",1,99.1,333,32,4726,147.69,"KO:K08770","Eukaryota;unclassified Eukaryota;Oomycetes;Peronosporales;unclassified Peronosporales;Phytophthora;Phytophthora ramorum;Phytophthora ramorum Pr102, UCD Pr4",1.032409101
"Ga0182068_1416827","2-368","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",85.3,75,11,9.3e-30,"Metatranscriptome",1,90.08,366,14,1940,138.57,"KO:K02977","Eukaryota;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas commoda;Micromonas pusilla NOUM17, RCC 299",0.385577032
"Ga0182068_1423463","67-319","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",78,82,18,1.5e-31,"Metatranscriptome",1,96.34,252,24,3584,149.33,"KO:K08770","Eukaryota;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium;Plasmodium knowlesi;Plasmodium knowlesi H",1.034553025
"Ga0182068_1427803","2-719","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",78.3,83,18,7.4e-31,"Metatranscriptome",1,98.74,717,136,20346,149.6,"KO:K08770","Eukaryota;Mollusca;Gastropoda;unclassified Gastropoda;Lottiidae;Lottia;Lottia gigantea;Lottia gigantea",2.06417415
"Ga0182068_1435069","1-313","Auxiliary Activities","AGE89883.1","AA10","lytic polysaccharide monooxygenases",75.8,66,16,5.1e-21,"Metatranscriptome",1,83.5,312,8,1162,145.25,"KO:K02927","Eukaryota;Chlorophyta;Chlorophyceae;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas reinhardtii;Chlamydomonas reinhardtii CC-503 cw92 mt+",0.270923404
"Ga0182068_1446388","29-692","Auxiliary Activities","AAL01718.1","AA10","lytic polysaccharide monooxygenases",80.7,83,16,1.4e-31,"Metatranscriptome",1,98.64,663,158,23656,149.72,"KO:K08770","Eukaryota;Apicomplexa;Aconoidasida;Haemosporida;Plasmodiidae;Plasmodium;Plasmodium falciparum;Plasmodium falciparum 3D7",2.595484059
